id,text,label,issue_type,sub_issue,raw_label,anchor_source,source_row_id
sheet1_r087_parent,"jsonrpc\"" \""2.0",Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,parent,87
sheet1_r087_baby,Not enough capacity,Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,baby,87
sheet1_r087_combined,"jsonrpc\"" \""2.0 || Not enough capacity",Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,combined,87
sheet1_r088_parent,"jsonrpc\"" \""2.0",Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,parent,88
sheet1_r088_baby,Reservation creation failed for availability,Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,baby,88
sheet1_r088_combined,"jsonrpc\"" \""2.0 || Reservation creation failed for availability",Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,combined,88
sheet1_r089_parent,"jsonrpc\"" \""2.0",Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,parent,89
sheet1_r089_baby,Vacancy isn't found,Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,baby,89
sheet1_r089_combined,"jsonrpc\"" \""2.0 || Vacancy isn't found",Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,combined,89
sheet1_r090_parent,no available timeslots,Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,parent,90
sheet1_r091_parent,not available,Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,parent,91
sheet1_r092_parent,not available for booking,Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,parent,92
sheet1_r092_baby,more than the threshold,Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,baby,92
sheet1_r092_combined,not available for booking || more than the threshold,Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,combined,92
sheet1_r093_parent,not-enough-tickets,Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,parent,93
sheet1_r094_parent,reste que 1 place pour cette repr,Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,parent,94
sheet1_r095_parent,stock_not_available,Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,parent,95
sheet1_r096_parent,ticket-not-exist-for-tourEvent,Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,parent,96
sheet1_r097_parent,timeout,Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,parent,97
sheet1_r097_baby,vacant,Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,baby,97
sheet1_r097_combined,timeout || vacant,Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,combined,97
sheet1_r098_parent,timeout,Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,parent,98
sheet1_r098_baby,which is more than the threshold,Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,baby,98
sheet1_r098_combined,timeout || which is more than the threshold,Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,combined,98
sheet1_r099_parent,vacant,Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,parent,99
sheet1_r101_parent,"Exception message:\nnull""]",Inventory Issue > Pending Confirmation,Inventory Issue,Pending Confirmation,Inventory Issue > Pending Confirmation,parent,101
sheet1_r102_parent,"Exception message:\nnull""]",Inventory Issue > Pending Confirmation,Inventory Issue,Pending Confirmation,Inventory Issue > Pending Confirmation,parent,102
sheet1_r102_baby,nnull,Inventory Issue > Pending Confirmation,Inventory Issue,Pending Confirmation,Inventory Issue > Pending Confirmation,baby,102
sheet1_r102_combined,"Exception message:\nnull""] || nnull",Inventory Issue > Pending Confirmation,Inventory Issue,Pending Confirmation,Inventory Issue > Pending Confirmation,combined,102
sheet1_r104_parent,Can't update current availability,Inventory Issue > Unknown,Inventory Issue,Unknown,Inventory Issue > Unknown,parent,104
sheet1_r105_parent,INGRESSO-SM,Inventory Issue > Unknown,Inventory Issue,Unknown,Inventory Issue > Unknown,parent,105
sheet1_r105_baby,Failed to fulfill,Inventory Issue > Unknown,Inventory Issue,Unknown,Inventory Issue > Unknown,baby,105
sheet1_r105_combined,INGRESSO-SM || Failed to fulfill,Inventory Issue > Unknown,Inventory Issue,Unknown,Inventory Issue > Unknown,combined,105
sheet1_r106_parent,INTERNAL_SYSTEM_FAILURE,Inventory Issue > Unknown,Inventory Issue,Unknown,Inventory Issue > Unknown,parent,106
sheet1_r106_baby,inconsistent or invalid data or is missing,Inventory Issue > Unknown,Inventory Issue,Unknown,Inventory Issue > Unknown,baby,106
sheet1_r106_combined,INTERNAL_SYSTEM_FAILURE || inconsistent or invalid data or is missing,Inventory Issue > Unknown,Inventory Issue,Unknown,Inventory Issue > Unknown,combined,106
sheet1_r107_parent,S0000,Inventory Issue > Unknown,Inventory Issue,Unknown,Inventory Issue > Unknown,parent,107
sheet1_r107_baby,productPriceCalendar.data is null or empty,Inventory Issue > Unknown,Inventory Issue,Unknown,Inventory Issue > Unknown,baby,107
sheet1_r107_combined,S0000 || productPriceCalendar.data is null or empty,Inventory Issue > Unknown,Inventory Issue,Unknown,Inventory Issue > Unknown,combined,107
sheet1_r108_parent,Unable to create booking,Inventory Issue > Unknown,Inventory Issue,Unknown,Inventory Issue > Unknown,parent,108
sheet1_r109_parent,customer can't be blank,Inventory Issue > Unknown,Inventory Issue,Unknown,Inventory Issue > Unknown,parent,109
sheet1_r110_parent,date ist ausverkauft,Inventory Issue > Unknown,Inventory Issue,Unknown,Inventory Issue > Unknown,parent,110
sheet1_r111_parent,no está disponible para la fecha,Inventory Issue > Unknown,Inventory Issue,Unknown,Inventory Issue > Unknown,parent,111
sheet1_r112_parent,Failed to get product price calendar,Inventory Issue > Unknown,Inventory Issue,Unknown,Inventory Issue > Unknown,parent,112
sheet1_r112_baby,ProductID is not exist,Inventory Issue > Unknown,Inventory Issue,Unknown,Inventory Issue > Unknown,baby,112
sheet1_r112_combined,Failed to get product price calendar || ProductID is not exist,Inventory Issue > Unknown,Inventory Issue,Unknown,Inventory Issue > Unknown,combined,112
sheet1_r113_parent,INVALID_PRODUCT_TYPE,Inventory Issue > Unknown,Inventory Issue,Unknown,Inventory Issue > Unknown,parent,113
sheet1_r113_baby,product type is not available for this season,Inventory Issue > Unknown,Inventory Issue,Unknown,Inventory Issue > Unknown,baby,113
sheet1_r113_combined,INVALID_PRODUCT_TYPE || product type is not available for this season,Inventory Issue > Unknown,Inventory Issue,Unknown,Inventory Issue > Unknown,combined,113
sheet1_r114_parent,Product for the cart item is not available anymore,Inventory Issue > Unknown,Inventory Issue,Unknown,Inventory Issue > Unknown,parent,114
sheet1_r115_parent,No activities found for time,Inventory Issue > Dates Sold out,Inventory Issue,Dates Sold out,Inventory Issue > Dates Sold out,parent,115
sheet1_r116_parent,Show not found for date,Inventory Issue > Dates Sold out,Inventory Issue,Dates Sold out,Inventory Issue > Dates Sold out,parent,116
sheet1_r117_parent,The event day is not inside the opening calendar,Inventory Issue > Dates Sold out,Inventory Issue,Dates Sold out,Inventory Issue > Dates Sold out,parent,117
sheet1_r118_parent,"Reservation not allowed, the day is disabled",Inventory Issue > Future Dated,Inventory Issue,Future Dated,Inventory Issue > Future Dated,parent,118
sheet1_r119_parent,Error creating reservation,Inventory Issue > Stale Inventory,Inventory Issue,Stale Inventory,Inventory Issue > Stale Inventory,parent,119
sheet1_r120_parent,Insufficient ticket inventory to satisfy the request where Paxtype,Inventory Issue > Out of PP Tickets,Inventory Issue,Out of PP Tickets,Inventory Issue > Out of PP Tickets,parent,120
sheet1_r121_parent,Not enough guests,Inventory Issue > Min Pax Requirement Issue,Inventory Issue,Min Pax Requirement Issue,Inventory Issue > Min Pax Requirement Issue,parent,121
sheet1_r121_baby,ADULT,Inventory Issue > Min Pax Requirement Issue,Inventory Issue,Min Pax Requirement Issue,Inventory Issue > Min Pax Requirement Issue,baby,121
sheet1_r121_combined,Not enough guests || ADULT,Inventory Issue > Min Pax Requirement Issue,Inventory Issue,Min Pax Requirement Issue,Inventory Issue > Min Pax Requirement Issue,combined,121
sheet1_r122_parent,Not enough guests,Inventory Issue > Min Pax Requirement Issue,Inventory Issue,Min Pax Requirement Issue,Inventory Issue > Min Pax Requirement Issue,parent,122
sheet1_r122_baby,GENERAL,Inventory Issue > Min Pax Requirement Issue,Inventory Issue,Min Pax Requirement Issue,Inventory Issue > Min Pax Requirement Issue,baby,122
sheet1_r122_combined,Not enough guests || GENERAL,Inventory Issue > Min Pax Requirement Issue,Inventory Issue,Min Pax Requirement Issue,Inventory Issue > Min Pax Requirement Issue,combined,122
sheet1_r124_parent,200,Timeout > General,Timeout,General,Timeout > General,parent,124
sheet1_r124_baby,The booking is in progress,Timeout > General,Timeout,General,Timeout > General,baby,124
sheet1_r124_combined,200 || The booking is in progress,Timeout > General,Timeout,General,Timeout > General,combined,124
sheet1_r125_parent,404 Not Found,Timeout > General,Timeout,General,Timeout > General,parent,125
sheet1_r125_baby,resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,baby,125
sheet1_r125_combined,404 Not Found || resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,combined,125
sheet1_r126_parent,405 Not Found,Timeout > General,Timeout,General,Timeout > General,parent,126
sheet1_r126_baby,resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,baby,126
sheet1_r126_combined,405 Not Found || resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,combined,126
sheet1_r127_parent,406 Not Found,Timeout > General,Timeout,General,Timeout > General,parent,127
sheet1_r127_baby,resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,baby,127
sheet1_r127_combined,406 Not Found || resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,combined,127
sheet1_r128_parent,407 Not Found,Timeout > General,Timeout,General,Timeout > General,parent,128
sheet1_r128_baby,resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,baby,128
sheet1_r128_combined,407 Not Found || resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,combined,128
sheet1_r129_parent,408 Not Found,Timeout > General,Timeout,General,Timeout > General,parent,129
sheet1_r129_baby,resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,baby,129
sheet1_r129_combined,408 Not Found || resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,combined,129
sheet1_r130_parent,409 Not Found,Timeout > General,Timeout,General,Timeout > General,parent,130
sheet1_r130_baby,resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,baby,130
sheet1_r130_combined,409 Not Found || resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,combined,130
sheet1_r131_parent,410 Not Found,Timeout > General,Timeout,General,Timeout > General,parent,131
sheet1_r131_baby,resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,baby,131
sheet1_r131_combined,410 Not Found || resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,combined,131
sheet1_r132_parent,411 Not Found,Timeout > General,Timeout,General,Timeout > General,parent,132
sheet1_r132_baby,resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,baby,132
sheet1_r132_combined,411 Not Found || resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,combined,132
sheet1_r133_parent,412 Not Found,Timeout > General,Timeout,General,Timeout > General,parent,133
sheet1_r133_baby,resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,baby,133
sheet1_r133_combined,412 Not Found || resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,combined,133
sheet1_r134_parent,413 Not Found,Timeout > General,Timeout,General,Timeout > General,parent,134
sheet1_r134_baby,resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,baby,134
sheet1_r134_combined,413 Not Found || resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,combined,134
sheet1_r135_parent,414 Not Found,Timeout > General,Timeout,General,Timeout > General,parent,135
sheet1_r135_baby,resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,baby,135
sheet1_r135_combined,414 Not Found || resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,combined,135
sheet1_r136_parent,415 Not Found,Timeout > General,Timeout,General,Timeout > General,parent,136
sheet1_r136_baby,resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,baby,136
sheet1_r136_combined,415 Not Found || resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,combined,136
sheet1_r137_parent,416 Not Found,Timeout > General,Timeout,General,Timeout > General,parent,137
sheet1_r137_baby,resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,baby,137
sheet1_r137_combined,416 Not Found || resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,combined,137
sheet1_r138_parent,417 Not Found,Timeout > General,Timeout,General,Timeout > General,parent,138
sheet1_r138_baby,resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,baby,138
sheet1_r138_combined,417 Not Found || resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,combined,138
sheet1_r139_parent,418 Not Found,Timeout > General,Timeout,General,Timeout > General,parent,139
sheet1_r139_baby,resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,baby,139
sheet1_r139_combined,418 Not Found || resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,combined,139
sheet1_r140_parent,419 Not Found,Timeout > General,Timeout,General,Timeout > General,parent,140
sheet1_r140_baby,resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,baby,140
sheet1_r140_combined,419 Not Found || resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,combined,140
sheet1_r141_parent,500: Internal server error,Timeout > General,Timeout,General,Timeout > General,parent,141
sheet1_r142_parent,502 Bad Gateway,Timeout > General,Timeout,General,Timeout > General,parent,142
sheet1_r143_parent,503 Service Temporarily Unavailable,Timeout > General,Timeout,General,Timeout > General,parent,143
sheet1_r144_parent,503 Service Unavailable,Timeout > General,Timeout,General,Timeout > General,parent,144
sheet1_r144_baby,INTERNAL,Timeout > General,Timeout,General,Timeout > General,baby,144
sheet1_r144_combined,503 Service Unavailable || INTERNAL,Timeout > General,Timeout,General,Timeout > General,combined,144
sheet1_r145_parent,504 Gateway Time-out,Timeout > General,Timeout,General,Timeout > General,parent,145
sheet1_r146_parent,520: Web server is returning an unknown error,Timeout > General,Timeout,General,Timeout > General,parent,146
sheet1_r147_parent,B0046,Timeout > General,Timeout,General,Timeout > General,parent,147
sheet1_r147_baby,An error occurred while booking. Please try again later,Timeout > General,Timeout,General,Timeout > General,baby,147
sheet1_r147_combined,B0046 || An error occurred while booking. Please try again later,Timeout > General,Timeout,General,Timeout > General,combined,147
sheet1_r148_parent,Connection refused,Timeout > General,Timeout,General,Timeout > General,parent,148
sheet1_r149_parent,Connection reset,Timeout > General,Timeout,General,Timeout > General,parent,149
sheet1_r150_parent,DOWNSTREAM_CALL_FAILURE,Timeout > General,Timeout,General,Timeout > General,parent,150
sheet1_r150_baby,Deadlock found when trying to get lock,Timeout > General,Timeout,General,Timeout > General,baby,150
sheet1_r150_combined,DOWNSTREAM_CALL_FAILURE || Deadlock found when trying to get lock,Timeout > General,Timeout,General,Timeout > General,combined,150
sheet1_r151_parent,DOWNSTREAM_CALL_TIMEOUT,Timeout > General,Timeout,General,Timeout > General,parent,151
sheet1_r152_parent,Deadlock found when trying to get lock,Timeout > General,Timeout,General,Timeout > General,parent,152
sheet1_r153_parent,Endpoint request timed out,Timeout > General,Timeout,General,Timeout > General,parent,153
sheet1_r154_parent,Endpoint request timed out,Timeout > General,Timeout,General,Timeout > General,parent,154
sheet1_r154_baby,504 Gateway Time-out,Timeout > General,Timeout,General,Timeout > General,baby,154
sheet1_r154_combined,Endpoint request timed out || 504 Gateway Time-out,Timeout > General,Timeout,General,Timeout > General,combined,154
sheet1_r155_parent,Error while calling API,Timeout > General,Timeout,General,Timeout > General,parent,155
sheet1_r155_baby,timeout,Timeout > General,Timeout,General,Timeout > General,baby,155
sheet1_r155_combined,Error while calling API || timeout,Timeout > General,Timeout,General,Timeout > General,combined,155
sheet1_r156_parent,Failed to book with all available series,Timeout > General,Timeout,General,Timeout > General,parent,156
sheet1_r157_parent,Failed to book with all available series,Timeout > General,Timeout,General,Timeout > General,parent,157
sheet1_r157_baby,-1000,Timeout > General,Timeout,General,Timeout > General,baby,157
sheet1_r157_combined,Failed to book with all available series || -1000,Timeout > General,Timeout,General,Timeout > General,combined,157
sheet1_r158_parent,Failed to book with all available series,Timeout > General,Timeout,General,Timeout > General,parent,158
sheet1_r158_baby,-1006,Timeout > General,Timeout,General,Timeout > General,baby,158
sheet1_r158_combined,Failed to book with all available series || -1006,Timeout > General,Timeout,General,Timeout > General,combined,158
sheet1_r159_parent,Failed to place hold on event capacity,Timeout > General,Timeout,General,Timeout > General,parent,159
sheet1_r160_parent,INTERNAL ERROR,Timeout > General,Timeout,General,Timeout > General,parent,160
sheet1_r160_baby,respax.com,Timeout > General,Timeout,General,Timeout > General,baby,160
sheet1_r160_combined,INTERNAL ERROR || respax.com,Timeout > General,Timeout,General,Timeout > General,combined,160
sheet1_r161_parent,INTERNAL_SERVER_ERROR,Timeout > General,Timeout,General,Timeout > General,parent,161
sheet1_r162_parent,INTERNAL_SERVER_ERROR,Timeout > General,Timeout,General,Timeout > General,parent,162
sheet1_r162_baby,Timed out after 60 seconds,Timeout > General,Timeout,General,Timeout > General,baby,162
sheet1_r162_combined,INTERNAL_SERVER_ERROR || Timed out after 60 seconds,Timeout > General,Timeout,General,Timeout > General,combined,162
sheet1_r163_parent,INVALID_THIRDPARTY_BOOKING,Timeout > General,Timeout,General,Timeout > General,parent,163
sheet1_r163_baby,The server is currently unavailable,Timeout > General,Timeout,General,Timeout > General,baby,163
sheet1_r163_combined,INVALID_THIRDPARTY_BOOKING || The server is currently unavailable,Timeout > General,Timeout,General,Timeout > General,combined,163
sheet1_r164_parent,INVALID_THIRDPARTY_RESERVATION,Timeout > General,Timeout,General,Timeout > General,parent,164
sheet1_r164_baby,acting as a gateway or proxy and received an invalid response from the upstream,Timeout > General,Timeout,General,Timeout > General,baby,164
sheet1_r164_combined,INVALID_THIRDPARTY_RESERVATION || acting as a gateway or proxy and received an invalid response from the upstream,Timeout > General,Timeout,General,Timeout > General,combined,164
sheet1_r165_parent,Internal error,Timeout > General,Timeout,General,Timeout > General,parent,165
sheet1_r166_parent,Lock wait timeout exceeded,Timeout > General,Timeout,General,Timeout > General,parent,166
sheet1_r166_baby,try restarting transaction,Timeout > General,Timeout,General,Timeout > General,baby,166
sheet1_r166_combined,Lock wait timeout exceeded || try restarting transaction,Timeout > General,Timeout,General,Timeout > General,combined,166
sheet1_r167_parent,MonoCoroutine,Timeout > General,Timeout,General,Timeout > General,parent,167
sheet1_r167_baby,cancelled,Timeout > General,Timeout,General,Timeout > General,baby,167
sheet1_r167_combined,MonoCoroutine || cancelled,Timeout > General,Timeout,General,Timeout > General,combined,167
sheet1_r168_parent,MonoCoroutine was cancelled,Timeout > General,Timeout,General,Timeout > General,parent,168
sheet1_r169_parent,No content to map due to end-of-input,Timeout > General,Timeout,General,Timeout > General,parent,169
sheet1_r170_parent,RC_INTERNAL_ERROR,Timeout > General,Timeout,General,Timeout > General,parent,170
sheet1_r170_baby,HTTP 500 Internal Server Error,Timeout > General,Timeout,General,Timeout > General,baby,170
sheet1_r170_combined,RC_INTERNAL_ERROR || HTTP 500 Internal Server Error,Timeout > General,Timeout,General,Timeout > General,combined,170
sheet1_r171_parent,Remote System Timeout,Timeout > General,Timeout,General,Timeout > General,parent,171
sheet1_r172_parent,S0002,Timeout > General,Timeout,General,Timeout > General,parent,172
sheet1_r172_baby,socket timeout,Timeout > General,Timeout,General,Timeout > General,baby,172
sheet1_r172_combined,S0002 || socket timeout,Timeout > General,Timeout,General,Timeout > General,combined,172
sheet1_r173_parent,SUPPLIER_SUBSYSTEM_ERROR,Timeout > General,Timeout,General,Timeout > General,parent,173
sheet1_r173_baby,Operation timed out,Timeout > General,Timeout,General,Timeout > General,baby,173
sheet1_r173_combined,SUPPLIER_SUBSYSTEM_ERROR || Operation timed out,Timeout > General,Timeout,General,Timeout > General,combined,173
sheet1_r174_parent,Service response is not successful,Timeout > General,Timeout,General,Timeout > General,parent,174
sheet1_r174_baby,InternalServerError,Timeout > General,Timeout,General,Timeout > General,baby,174
sheet1_r174_combined,Service response is not successful || InternalServerError,Timeout > General,Timeout,General,Timeout > General,combined,174
sheet1_r176_parent,Supplier cannot fulfill,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,parent,176
sheet1_r176_baby,try again later,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,baby,176
sheet1_r176_combined,Supplier cannot fulfill || try again later,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,combined,176
sheet1_r177_parent,THIRD_PARTY_TIMEOUT,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,parent,177
sheet1_r177_baby,Please reload the page or try again later,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,baby,177
sheet1_r177_combined,THIRD_PARTY_TIMEOUT || Please reload the page or try again later,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,combined,177
sheet1_r178_parent,THIRD_PARTY_TIMEOUT,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,parent,178
sheet1_r178_baby,gateway or proxy and did not receive a timely response,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,baby,178
sheet1_r178_combined,THIRD_PARTY_TIMEOUT || gateway or proxy and did not receive a timely response,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,combined,178
sheet1_r179_parent,The server was unable to process the request due to an internal error,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,parent,179
sheet1_r180_parent,UNAVAILABLE,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,parent,180
sheet1_r180_baby,connection termination,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,baby,180
sheet1_r180_combined,UNAVAILABLE || connection termination,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,combined,180
sheet1_r181_parent,Unable to checkout Booking,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,parent,181
sheet1_r181_baby,Invalid order response from Supplier,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,baby,181
sheet1_r181_combined,Unable to checkout Booking || Invalid order response from Supplier,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,combined,181
sheet1_r182_parent,canceled due to retrofit2,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,parent,182
sheet1_r182_baby,HTTP 401,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,baby,182
sheet1_r182_combined,canceled due to retrofit2 || HTTP 401,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,combined,182
sheet1_r183_parent,connection termination,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,parent,183
sheet1_r184_parent,connection timeout,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,parent,184
sheet1_r185_parent,error code: 500,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,parent,185
sheet1_r186_parent,error.supplier.cannot.fulfill,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,parent,186
sheet1_r186_baby,Please try again later,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,baby,186
sheet1_r186_combined,error.supplier.cannot.fulfill || Please try again later,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,combined,186
sheet1_r187_parent,"jsonrpc\"" \""2.0",SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,parent,187
sheet1_r187_baby,BadRequest Fail create booking,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,baby,187
sheet1_r187_combined,"jsonrpc\"" \""2.0 || BadRequest Fail create booking",SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,combined,187
sheet1_r188_parent,reservationId,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,parent,188
sheet1_r188_baby,"ticketBarcodes\"" null",SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,baby,188
sheet1_r188_combined,"reservationId || ticketBarcodes\"" null",SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,combined,188
sheet1_r189_parent,system error occurred while processing,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,parent,189
sheet1_r189_baby,"start over, or call",SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,baby,189
sheet1_r189_combined,"system error occurred while processing || start over, or call",SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,combined,189
sheet1_r190_parent,timeout,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,parent,190
sheet1_r191_parent,timeout,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,parent,191
sheet1_r191_baby,502 Bad Gateway,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,baby,191
sheet1_r191_combined,timeout || 502 Bad Gateway,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,combined,191
sheet1_r192_parent,timeout,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,parent,192
sheet1_r192_baby,Remote System Timeout,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,baby,192
sheet1_r192_combined,timeout || Remote System Timeout,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,combined,192
sheet1_r193_parent,unknown.error,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,parent,193
sheet1_r194_parent,upstream connect error or disconnect/reset before headers,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,parent,194
sheet1_r195_parent,upstream request timeout,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,parent,195
sheet1_r197_parent,TOO_MANY_REQUESTS,Timeout > Rate Limit Issue,Timeout,Rate Limit Issue,Timeout > Rate Limit Issue,parent,197
