id,text,label,issue_type,sub_issue,raw_label,anchor_source,label_strategy,source_row_id
sheet1_r082_parent,failed to get bundle child allotment,Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,parent,raw_label,82
sheet1_r083_parent,has already been used by the Partner,Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,parent,raw_label,83
sheet1_r084_parent,has not enough places,Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,parent,raw_label,84
sheet1_r085_parent,"httpStatusCode\"":400",Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,parent,raw_label,85
sheet1_r085_baby,"errorCode\"":625",Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,baby,raw_label,85
sheet1_r085_combined,"httpStatusCode\"":400 || errorCode\"":625",Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,combined,raw_label,85
sheet1_r086_parent,item.notAvailable,Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,parent,raw_label,86
sheet1_r086_baby,no longer available for the selected options,Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,baby,raw_label,86
sheet1_r086_combined,item.notAvailable || no longer available for the selected options,Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,combined,raw_label,86
sheet1_r087_parent,"jsonrpc\"" \""2.0",Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,parent,raw_label,87
sheet1_r087_baby,Not enough capacity,Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,baby,raw_label,87
sheet1_r087_combined,"jsonrpc\"" \""2.0 || Not enough capacity",Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,combined,raw_label,87
sheet1_r088_parent,"jsonrpc\"" \""2.0",Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,parent,raw_label,88
sheet1_r088_baby,Reservation creation failed for availability,Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,baby,raw_label,88
sheet1_r088_combined,"jsonrpc\"" \""2.0 || Reservation creation failed for availability",Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,combined,raw_label,88
sheet1_r089_parent,"jsonrpc\"" \""2.0",Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,parent,raw_label,89
sheet1_r089_baby,Vacancy isn't found,Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,baby,raw_label,89
sheet1_r089_combined,"jsonrpc\"" \""2.0 || Vacancy isn't found",Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,combined,raw_label,89
sheet1_r090_parent,no available timeslots,Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,parent,raw_label,90
sheet1_r091_parent,not available,Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,parent,raw_label,91
sheet1_r092_parent,not available for booking,Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,parent,raw_label,92
sheet1_r092_baby,more than the threshold,Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,baby,raw_label,92
sheet1_r092_combined,not available for booking || more than the threshold,Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,combined,raw_label,92
sheet1_r093_parent,not-enough-tickets,Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,parent,raw_label,93
sheet1_r094_parent,reste que 1 place pour cette repr,Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,parent,raw_label,94
sheet1_r095_parent,stock_not_available,Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,parent,raw_label,95
sheet1_r096_parent,ticket-not-exist-for-tourEvent,Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,parent,raw_label,96
sheet1_r097_parent,timeout,Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,parent,raw_label,97
sheet1_r097_baby,vacant,Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,baby,raw_label,97
sheet1_r097_combined,timeout || vacant,Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,combined,raw_label,97
sheet1_r098_parent,timeout,Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,parent,raw_label,98
sheet1_r098_baby,which is more than the threshold,Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,baby,raw_label,98
sheet1_r098_combined,timeout || which is more than the threshold,Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,combined,raw_label,98
sheet1_r099_parent,vacant,Inventory Issue > Current Slot Unavailable,Inventory Issue,Current Slot Unavailable,Inventory Issue > Current Slot Unavailable,parent,raw_label,99
sheet1_r101_parent,"Exception message:\nnull""]",Inventory Issue > Pending Confirmation,Inventory Issue,Pending Confirmation,Inventory Issue > Pending Confirmation,parent,raw_label,101
sheet1_r102_parent,"Exception message:\nnull""]",Inventory Issue > Pending Confirmation,Inventory Issue,Pending Confirmation,Inventory Issue > Pending Confirmation,parent,raw_label,102
sheet1_r102_baby,nnull,Inventory Issue > Pending Confirmation,Inventory Issue,Pending Confirmation,Inventory Issue > Pending Confirmation,baby,raw_label,102
sheet1_r102_combined,"Exception message:\nnull""] || nnull",Inventory Issue > Pending Confirmation,Inventory Issue,Pending Confirmation,Inventory Issue > Pending Confirmation,combined,raw_label,102
sheet1_r104_parent,Can't update current availability,Inventory Issue > Unknown,Inventory Issue,Unknown,Inventory Issue > Unknown,parent,raw_label,104
sheet1_r105_parent,INGRESSO-SM,Inventory Issue > Unknown,Inventory Issue,Unknown,Inventory Issue > Unknown,parent,raw_label,105
sheet1_r105_baby,Failed to fulfill,Inventory Issue > Unknown,Inventory Issue,Unknown,Inventory Issue > Unknown,baby,raw_label,105
sheet1_r105_combined,INGRESSO-SM || Failed to fulfill,Inventory Issue > Unknown,Inventory Issue,Unknown,Inventory Issue > Unknown,combined,raw_label,105
sheet1_r106_parent,INTERNAL_SYSTEM_FAILURE,Inventory Issue > Unknown,Inventory Issue,Unknown,Inventory Issue > Unknown,parent,raw_label,106
sheet1_r106_baby,inconsistent or invalid data or is missing,Inventory Issue > Unknown,Inventory Issue,Unknown,Inventory Issue > Unknown,baby,raw_label,106
sheet1_r106_combined,INTERNAL_SYSTEM_FAILURE || inconsistent or invalid data or is missing,Inventory Issue > Unknown,Inventory Issue,Unknown,Inventory Issue > Unknown,combined,raw_label,106
sheet1_r107_parent,S0000,Inventory Issue > Unknown,Inventory Issue,Unknown,Inventory Issue > Unknown,parent,raw_label,107
sheet1_r107_baby,productPriceCalendar.data is null or empty,Inventory Issue > Unknown,Inventory Issue,Unknown,Inventory Issue > Unknown,baby,raw_label,107
sheet1_r107_combined,S0000 || productPriceCalendar.data is null or empty,Inventory Issue > Unknown,Inventory Issue,Unknown,Inventory Issue > Unknown,combined,raw_label,107
sheet1_r108_parent,Unable to create booking,Inventory Issue > Unknown,Inventory Issue,Unknown,Inventory Issue > Unknown,parent,raw_label,108
sheet1_r109_parent,customer can't be blank,Inventory Issue > Unknown,Inventory Issue,Unknown,Inventory Issue > Unknown,parent,raw_label,109
sheet1_r110_parent,date ist ausverkauft,Inventory Issue > Unknown,Inventory Issue,Unknown,Inventory Issue > Unknown,parent,raw_label,110
sheet1_r111_parent,no está disponible para la fecha,Inventory Issue > Unknown,Inventory Issue,Unknown,Inventory Issue > Unknown,parent,raw_label,111
sheet1_r112_parent,Failed to get product price calendar,Inventory Issue > Unknown,Inventory Issue,Unknown,Inventory Issue > Unknown,parent,raw_label,112
sheet1_r112_baby,ProductID is not exist,Inventory Issue > Unknown,Inventory Issue,Unknown,Inventory Issue > Unknown,baby,raw_label,112
sheet1_r112_combined,Failed to get product price calendar || ProductID is not exist,Inventory Issue > Unknown,Inventory Issue,Unknown,Inventory Issue > Unknown,combined,raw_label,112
sheet1_r113_parent,INVALID_PRODUCT_TYPE,Inventory Issue > Unknown,Inventory Issue,Unknown,Inventory Issue > Unknown,parent,raw_label,113
sheet1_r113_baby,product type is not available for this season,Inventory Issue > Unknown,Inventory Issue,Unknown,Inventory Issue > Unknown,baby,raw_label,113
sheet1_r113_combined,INVALID_PRODUCT_TYPE || product type is not available for this season,Inventory Issue > Unknown,Inventory Issue,Unknown,Inventory Issue > Unknown,combined,raw_label,113
sheet1_r114_parent,Product for the cart item is not available anymore,Inventory Issue > Unknown,Inventory Issue,Unknown,Inventory Issue > Unknown,parent,raw_label,114
sheet1_r115_parent,No activities found for time,Inventory Issue > Dates Sold out,Inventory Issue,Dates Sold out,Inventory Issue > Dates Sold out,parent,raw_label,115
sheet1_r116_parent,Show not found for date,Inventory Issue > Dates Sold out,Inventory Issue,Dates Sold out,Inventory Issue > Dates Sold out,parent,raw_label,116
sheet1_r117_parent,The event day is not inside the opening calendar,Inventory Issue > Dates Sold out,Inventory Issue,Dates Sold out,Inventory Issue > Dates Sold out,parent,raw_label,117
sheet1_r118_parent,"Reservation not allowed, the day is disabled",Inventory Issue,Inventory Issue,Future Dated,Inventory Issue > Future Dated,parent,issue_type_fallback,118
sheet1_r119_parent,Error creating reservation,Inventory Issue,Inventory Issue,Stale Inventory,Inventory Issue > Stale Inventory,parent,issue_type_fallback,119
sheet1_r120_parent,Insufficient ticket inventory to satisfy the request where Paxtype,Inventory Issue,Inventory Issue,Out of PP Tickets,Inventory Issue > Out of PP Tickets,parent,issue_type_fallback,120
sheet1_r121_parent,Not enough guests,Inventory Issue > Min Pax Requirement Issue,Inventory Issue,Min Pax Requirement Issue,Inventory Issue > Min Pax Requirement Issue,parent,raw_label,121
sheet1_r121_baby,ADULT,Inventory Issue > Min Pax Requirement Issue,Inventory Issue,Min Pax Requirement Issue,Inventory Issue > Min Pax Requirement Issue,baby,raw_label,121
sheet1_r121_combined,Not enough guests || ADULT,Inventory Issue > Min Pax Requirement Issue,Inventory Issue,Min Pax Requirement Issue,Inventory Issue > Min Pax Requirement Issue,combined,raw_label,121
sheet1_r122_parent,Not enough guests,Inventory Issue > Min Pax Requirement Issue,Inventory Issue,Min Pax Requirement Issue,Inventory Issue > Min Pax Requirement Issue,parent,raw_label,122
sheet1_r122_baby,GENERAL,Inventory Issue > Min Pax Requirement Issue,Inventory Issue,Min Pax Requirement Issue,Inventory Issue > Min Pax Requirement Issue,baby,raw_label,122
sheet1_r122_combined,Not enough guests || GENERAL,Inventory Issue > Min Pax Requirement Issue,Inventory Issue,Min Pax Requirement Issue,Inventory Issue > Min Pax Requirement Issue,combined,raw_label,122
sheet1_r124_parent,200,Timeout > General,Timeout,General,Timeout > General,parent,raw_label,124
sheet1_r124_baby,The booking is in progress,Timeout > General,Timeout,General,Timeout > General,baby,raw_label,124
sheet1_r124_combined,200 || The booking is in progress,Timeout > General,Timeout,General,Timeout > General,combined,raw_label,124
sheet1_r125_parent,404 Not Found,Timeout > General,Timeout,General,Timeout > General,parent,raw_label,125
sheet1_r125_baby,resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,baby,raw_label,125
sheet1_r125_combined,404 Not Found || resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,combined,raw_label,125
sheet1_r126_parent,405 Not Found,Timeout > General,Timeout,General,Timeout > General,parent,raw_label,126
sheet1_r126_baby,resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,baby,raw_label,126
sheet1_r126_combined,405 Not Found || resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,combined,raw_label,126
sheet1_r127_parent,406 Not Found,Timeout > General,Timeout,General,Timeout > General,parent,raw_label,127
sheet1_r127_baby,resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,baby,raw_label,127
sheet1_r127_combined,406 Not Found || resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,combined,raw_label,127
sheet1_r128_parent,407 Not Found,Timeout > General,Timeout,General,Timeout > General,parent,raw_label,128
sheet1_r128_baby,resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,baby,raw_label,128
sheet1_r128_combined,407 Not Found || resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,combined,raw_label,128
sheet1_r129_parent,408 Not Found,Timeout > General,Timeout,General,Timeout > General,parent,raw_label,129
sheet1_r129_baby,resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,baby,raw_label,129
sheet1_r129_combined,408 Not Found || resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,combined,raw_label,129
sheet1_r130_parent,409 Not Found,Timeout > General,Timeout,General,Timeout > General,parent,raw_label,130
sheet1_r130_baby,resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,baby,raw_label,130
sheet1_r130_combined,409 Not Found || resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,combined,raw_label,130
sheet1_r131_parent,410 Not Found,Timeout > General,Timeout,General,Timeout > General,parent,raw_label,131
sheet1_r131_baby,resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,baby,raw_label,131
sheet1_r131_combined,410 Not Found || resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,combined,raw_label,131
sheet1_r132_parent,411 Not Found,Timeout > General,Timeout,General,Timeout > General,parent,raw_label,132
sheet1_r132_baby,resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,baby,raw_label,132
sheet1_r132_combined,411 Not Found || resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,combined,raw_label,132
sheet1_r133_parent,412 Not Found,Timeout > General,Timeout,General,Timeout > General,parent,raw_label,133
sheet1_r133_baby,resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,baby,raw_label,133
sheet1_r133_combined,412 Not Found || resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,combined,raw_label,133
sheet1_r134_parent,413 Not Found,Timeout > General,Timeout,General,Timeout > General,parent,raw_label,134
sheet1_r134_baby,resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,baby,raw_label,134
sheet1_r134_combined,413 Not Found || resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,combined,raw_label,134
sheet1_r135_parent,414 Not Found,Timeout > General,Timeout,General,Timeout > General,parent,raw_label,135
sheet1_r135_baby,resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,baby,raw_label,135
sheet1_r135_combined,414 Not Found || resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,combined,raw_label,135
sheet1_r136_parent,415 Not Found,Timeout > General,Timeout,General,Timeout > General,parent,raw_label,136
sheet1_r136_baby,resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,baby,raw_label,136
sheet1_r136_combined,415 Not Found || resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,combined,raw_label,136
sheet1_r137_parent,416 Not Found,Timeout > General,Timeout,General,Timeout > General,parent,raw_label,137
sheet1_r137_baby,resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,baby,raw_label,137
sheet1_r137_combined,416 Not Found || resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,combined,raw_label,137
sheet1_r138_parent,417 Not Found,Timeout > General,Timeout,General,Timeout > General,parent,raw_label,138
sheet1_r138_baby,resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,baby,raw_label,138
sheet1_r138_combined,417 Not Found || resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,combined,raw_label,138
sheet1_r139_parent,418 Not Found,Timeout > General,Timeout,General,Timeout > General,parent,raw_label,139
sheet1_r139_baby,resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,baby,raw_label,139
sheet1_r139_combined,418 Not Found || resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,combined,raw_label,139
sheet1_r140_parent,419 Not Found,Timeout > General,Timeout,General,Timeout > General,parent,raw_label,140
sheet1_r140_baby,resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,baby,raw_label,140
sheet1_r140_combined,419 Not Found || resources you are looking for doesn't exist,Timeout > General,Timeout,General,Timeout > General,combined,raw_label,140
sheet1_r141_parent,500: Internal server error,Timeout > General,Timeout,General,Timeout > General,parent,raw_label,141
sheet1_r142_parent,502 Bad Gateway,Timeout > General,Timeout,General,Timeout > General,parent,raw_label,142
sheet1_r143_parent,503 Service Temporarily Unavailable,Timeout > General,Timeout,General,Timeout > General,parent,raw_label,143
sheet1_r144_parent,503 Service Unavailable,Timeout > General,Timeout,General,Timeout > General,parent,raw_label,144
sheet1_r144_baby,INTERNAL,Timeout > General,Timeout,General,Timeout > General,baby,raw_label,144
sheet1_r144_combined,503 Service Unavailable || INTERNAL,Timeout > General,Timeout,General,Timeout > General,combined,raw_label,144
sheet1_r145_parent,504 Gateway Time-out,Timeout > General,Timeout,General,Timeout > General,parent,raw_label,145
sheet1_r146_parent,520: Web server is returning an unknown error,Timeout > General,Timeout,General,Timeout > General,parent,raw_label,146
sheet1_r147_parent,B0046,Timeout > General,Timeout,General,Timeout > General,parent,raw_label,147
sheet1_r147_baby,An error occurred while booking. Please try again later,Timeout > General,Timeout,General,Timeout > General,baby,raw_label,147
sheet1_r147_combined,B0046 || An error occurred while booking. Please try again later,Timeout > General,Timeout,General,Timeout > General,combined,raw_label,147
sheet1_r148_parent,Connection refused,Timeout > General,Timeout,General,Timeout > General,parent,raw_label,148
sheet1_r149_parent,Connection reset,Timeout > General,Timeout,General,Timeout > General,parent,raw_label,149
sheet1_r150_parent,DOWNSTREAM_CALL_FAILURE,Timeout > General,Timeout,General,Timeout > General,parent,raw_label,150
sheet1_r150_baby,Deadlock found when trying to get lock,Timeout > General,Timeout,General,Timeout > General,baby,raw_label,150
sheet1_r150_combined,DOWNSTREAM_CALL_FAILURE || Deadlock found when trying to get lock,Timeout > General,Timeout,General,Timeout > General,combined,raw_label,150
sheet1_r151_parent,DOWNSTREAM_CALL_TIMEOUT,Timeout > General,Timeout,General,Timeout > General,parent,raw_label,151
sheet1_r152_parent,Deadlock found when trying to get lock,Timeout > General,Timeout,General,Timeout > General,parent,raw_label,152
sheet1_r153_parent,Endpoint request timed out,Timeout > General,Timeout,General,Timeout > General,parent,raw_label,153
sheet1_r154_parent,Endpoint request timed out,Timeout > General,Timeout,General,Timeout > General,parent,raw_label,154
sheet1_r154_baby,504 Gateway Time-out,Timeout > General,Timeout,General,Timeout > General,baby,raw_label,154
sheet1_r154_combined,Endpoint request timed out || 504 Gateway Time-out,Timeout > General,Timeout,General,Timeout > General,combined,raw_label,154
sheet1_r155_parent,Error while calling API,Timeout > General,Timeout,General,Timeout > General,parent,raw_label,155
sheet1_r155_baby,timeout,Timeout > General,Timeout,General,Timeout > General,baby,raw_label,155
sheet1_r155_combined,Error while calling API || timeout,Timeout > General,Timeout,General,Timeout > General,combined,raw_label,155
sheet1_r156_parent,Failed to book with all available series,Timeout > General,Timeout,General,Timeout > General,parent,raw_label,156
sheet1_r157_parent,Failed to book with all available series,Timeout > General,Timeout,General,Timeout > General,parent,raw_label,157
sheet1_r157_baby,-1000,Timeout > General,Timeout,General,Timeout > General,baby,raw_label,157
sheet1_r157_combined,Failed to book with all available series || -1000,Timeout > General,Timeout,General,Timeout > General,combined,raw_label,157
sheet1_r158_parent,Failed to book with all available series,Timeout > General,Timeout,General,Timeout > General,parent,raw_label,158
sheet1_r158_baby,-1006,Timeout > General,Timeout,General,Timeout > General,baby,raw_label,158
sheet1_r158_combined,Failed to book with all available series || -1006,Timeout > General,Timeout,General,Timeout > General,combined,raw_label,158
sheet1_r159_parent,Failed to place hold on event capacity,Timeout > General,Timeout,General,Timeout > General,parent,raw_label,159
sheet1_r160_parent,INTERNAL ERROR,Timeout > General,Timeout,General,Timeout > General,parent,raw_label,160
sheet1_r160_baby,respax.com,Timeout > General,Timeout,General,Timeout > General,baby,raw_label,160
sheet1_r160_combined,INTERNAL ERROR || respax.com,Timeout > General,Timeout,General,Timeout > General,combined,raw_label,160
sheet1_r161_parent,INTERNAL_SERVER_ERROR,Timeout > General,Timeout,General,Timeout > General,parent,raw_label,161
sheet1_r162_parent,INTERNAL_SERVER_ERROR,Timeout > General,Timeout,General,Timeout > General,parent,raw_label,162
sheet1_r162_baby,Timed out after 60 seconds,Timeout > General,Timeout,General,Timeout > General,baby,raw_label,162
sheet1_r162_combined,INTERNAL_SERVER_ERROR || Timed out after 60 seconds,Timeout > General,Timeout,General,Timeout > General,combined,raw_label,162
sheet1_r163_parent,INVALID_THIRDPARTY_BOOKING,Timeout > General,Timeout,General,Timeout > General,parent,raw_label,163
sheet1_r163_baby,The server is currently unavailable,Timeout > General,Timeout,General,Timeout > General,baby,raw_label,163
sheet1_r163_combined,INVALID_THIRDPARTY_BOOKING || The server is currently unavailable,Timeout > General,Timeout,General,Timeout > General,combined,raw_label,163
sheet1_r164_parent,INVALID_THIRDPARTY_RESERVATION,Timeout > General,Timeout,General,Timeout > General,parent,raw_label,164
sheet1_r164_baby,acting as a gateway or proxy and received an invalid response from the upstream,Timeout > General,Timeout,General,Timeout > General,baby,raw_label,164
sheet1_r164_combined,INVALID_THIRDPARTY_RESERVATION || acting as a gateway or proxy and received an invalid response from the upstream,Timeout > General,Timeout,General,Timeout > General,combined,raw_label,164
sheet1_r165_parent,Internal error,Timeout > General,Timeout,General,Timeout > General,parent,raw_label,165
sheet1_r166_parent,Lock wait timeout exceeded,Timeout > General,Timeout,General,Timeout > General,parent,raw_label,166
sheet1_r166_baby,try restarting transaction,Timeout > General,Timeout,General,Timeout > General,baby,raw_label,166
sheet1_r166_combined,Lock wait timeout exceeded || try restarting transaction,Timeout > General,Timeout,General,Timeout > General,combined,raw_label,166
sheet1_r167_parent,MonoCoroutine,Timeout > General,Timeout,General,Timeout > General,parent,raw_label,167
sheet1_r167_baby,cancelled,Timeout > General,Timeout,General,Timeout > General,baby,raw_label,167
sheet1_r167_combined,MonoCoroutine || cancelled,Timeout > General,Timeout,General,Timeout > General,combined,raw_label,167
sheet1_r168_parent,MonoCoroutine was cancelled,Timeout > General,Timeout,General,Timeout > General,parent,raw_label,168
sheet1_r169_parent,No content to map due to end-of-input,Timeout > General,Timeout,General,Timeout > General,parent,raw_label,169
sheet1_r170_parent,RC_INTERNAL_ERROR,Timeout > General,Timeout,General,Timeout > General,parent,raw_label,170
sheet1_r170_baby,HTTP 500 Internal Server Error,Timeout > General,Timeout,General,Timeout > General,baby,raw_label,170
sheet1_r170_combined,RC_INTERNAL_ERROR || HTTP 500 Internal Server Error,Timeout > General,Timeout,General,Timeout > General,combined,raw_label,170
sheet1_r171_parent,Remote System Timeout,Timeout > General,Timeout,General,Timeout > General,parent,raw_label,171
sheet1_r172_parent,S0002,Timeout > General,Timeout,General,Timeout > General,parent,raw_label,172
sheet1_r172_baby,socket timeout,Timeout > General,Timeout,General,Timeout > General,baby,raw_label,172
sheet1_r172_combined,S0002 || socket timeout,Timeout > General,Timeout,General,Timeout > General,combined,raw_label,172
sheet1_r173_parent,SUPPLIER_SUBSYSTEM_ERROR,Timeout > General,Timeout,General,Timeout > General,parent,raw_label,173
sheet1_r173_baby,Operation timed out,Timeout > General,Timeout,General,Timeout > General,baby,raw_label,173
sheet1_r173_combined,SUPPLIER_SUBSYSTEM_ERROR || Operation timed out,Timeout > General,Timeout,General,Timeout > General,combined,raw_label,173
sheet1_r174_parent,Service response is not successful,Timeout > General,Timeout,General,Timeout > General,parent,raw_label,174
sheet1_r174_baby,InternalServerError,Timeout > General,Timeout,General,Timeout > General,baby,raw_label,174
sheet1_r174_combined,Service response is not successful || InternalServerError,Timeout > General,Timeout,General,Timeout > General,combined,raw_label,174
sheet1_r176_parent,Supplier cannot fulfill,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,parent,raw_label,176
sheet1_r176_baby,try again later,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,baby,raw_label,176
sheet1_r176_combined,Supplier cannot fulfill || try again later,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,combined,raw_label,176
sheet1_r177_parent,THIRD_PARTY_TIMEOUT,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,parent,raw_label,177
sheet1_r177_baby,Please reload the page or try again later,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,baby,raw_label,177
sheet1_r177_combined,THIRD_PARTY_TIMEOUT || Please reload the page or try again later,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,combined,raw_label,177
sheet1_r178_parent,THIRD_PARTY_TIMEOUT,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,parent,raw_label,178
sheet1_r178_baby,gateway or proxy and did not receive a timely response,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,baby,raw_label,178
sheet1_r178_combined,THIRD_PARTY_TIMEOUT || gateway or proxy and did not receive a timely response,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,combined,raw_label,178
sheet1_r179_parent,The server was unable to process the request due to an internal error,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,parent,raw_label,179
sheet1_r180_parent,UNAVAILABLE,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,parent,raw_label,180
sheet1_r180_baby,connection termination,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,baby,raw_label,180
sheet1_r180_combined,UNAVAILABLE || connection termination,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,combined,raw_label,180
sheet1_r181_parent,Unable to checkout Booking,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,parent,raw_label,181
sheet1_r181_baby,Invalid order response from Supplier,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,baby,raw_label,181
sheet1_r181_combined,Unable to checkout Booking || Invalid order response from Supplier,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,combined,raw_label,181
sheet1_r182_parent,canceled due to retrofit2,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,parent,raw_label,182
sheet1_r182_baby,HTTP 401,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,baby,raw_label,182
